x2nonanone_10eneg4_Worm3_Neuron1,x2nonanone_10eneg4_Worm3_Neuron2,x2nonanone_10eneg4_Worm3_Neuron3,x2nonanone_10eneg4_Worm3_Neuron4,x2nonanone_10eneg4_Worm3_Neuron5,x2nonanone_10eneg4_Worm3_Neuron6,x2nonanone_10eneg4_Worm3_Neuron7,x2nonanone_10eneg4_Worm3_Neuron8,x2nonanone_10eneg4_Worm3_Neuron9,x2nonanone_10eneg4_Worm3_Neuron10,x2nonanone_10eneg4_Worm3_Neuron11,x2nonanone_10eneg4_Worm3_Neuron12,x2nonanone_10eneg4_Worm3_Neuron13,x2nonanone_10eneg4_Worm3_Neuron14,x2nonanone_10eneg4_Worm3_Neuron15,x2nonanone_10eneg4_Worm3_Neuron16,x2nonanone_10eneg4_Worm3_Neuron17,x2nonanone_10eneg4_Worm3_Neuron18,x2nonanone_10eneg4_Worm3_Neuron19,x2nonanone_10eneg4_Worm3_Neuron20,x2nonanone_10eneg4_Worm3_Neuron21,x2nonanone_10eneg4_Worm3_Neuron22,x2nonanone_10eneg4_Worm3_Neuron23,x2nonanone_10eneg4_Worm3_Neuron24,x2nonanone_10eneg4_Worm3_Neuron25,x2nonanone_10eneg4_Worm3_Neuron26,x2nonanone_10eneg4_Worm3_Neuron27,x2nonanone_10eneg4_Worm3_Neuron28,x2nonanone_10eneg4_Worm3_Neuron29,x2nonanone_10eneg4_Worm3_Neuron30,x2nonanone_10eneg4_Worm3_Neuron31,x2nonanone_10eneg4_Worm3_Neuron32,x2nonanone_10eneg4_Worm3_Neuron33,x2nonanone_10eneg4_Worm3_Neuron34,x2nonanone_10eneg4_Worm3_Neuron35,x2nonanone_10eneg4_Worm3_Neuron36,x2nonanone_10eneg4_Worm3_Neuron37,x2nonanone_10eneg4_Worm3_Neuron38,x2nonanone_10eneg4_Worm3_Neuron39,x2nonanone_10eneg4_Worm3_Neuron40,x2nonanone_10eneg4_Worm3_Neuron41,x2nonanone_10eneg4_Worm3_Neuron42,x2nonanone_10eneg4_Worm3_Neuron43,x2nonanone_10eneg4_Worm3_Neuron44,x2nonanone_10eneg4_Worm3_Neuron45,x2nonanone_10eneg4_Worm3_Neuron46,x2nonanone_10eneg4_Worm3_Neuron47,x2nonanone_10eneg4_Worm3_Neuron48,x2nonanone_10eneg4_Worm3_Neuron49,x2nonanone_10eneg4_Worm3_Neuron50,x2nonanone_10eneg4_Worm3_Neuron51,x2nonanone_10eneg4_Worm3_Neuron52,x2nonanone_10eneg4_Worm3_Neuron53,x2nonanone_10eneg4_Worm3_Neuron54,x2nonanone_10eneg4_Worm3_Neuron55,x2nonanone_10eneg4_Worm3_Neuron56,x2nonanone_10eneg4_Worm3_Neuron57,x2nonanone_10eneg4_Worm3_Neuron58,x2nonanone_10eneg4_Worm3_Neuron59,x2nonanone_10eneg4_Worm3_Neuron60,x2nonanone_10eneg4_Worm3_Neuron61,x2nonanone_10eneg4_Worm3_Neuron62,x2nonanone_10eneg4_Worm3_Neuron63,x2nonanone_10eneg4_Worm3_Neuron64,x2nonanone_10eneg4_Worm3_Neuron65,x2nonanone_10eneg4_Worm3_Neuron66,x2nonanone_10eneg4_Worm3_Neuron67,x2nonanone_10eneg4_Worm3_Neuron68,x2nonanone_10eneg4_Worm3_Neuron69,x2nonanone_10eneg4_Worm3_Neuron70,x2nonanone_10eneg4_Worm3_Neuron71,x2nonanone_10eneg4_Worm3_Neuron72,x2nonanone_10eneg4_Worm3_Neuron73
2.98969177292966,6.77336432114481,9.45736308910301,7.69685785501146,10.4671428266375,7.13555330201445,7.72906647298654,4.20886720462978,7.07508422301782,5.23607048600644,11.1086107134158,4.48776077850776,8.18788200325043,9.48216772067506,9.27226098212912,8.72247037357076,24.0086824127,7.42132226137148,2.34889240931288,9.05763644781142,7.07512160273546,13.9516900791414,12.4116918872218,5.07535822155459,6.94605845662794,8.09156085099146,7.93553691279253,4.97382098659809,4.75623595665339,5.61707643533429,7.2945084723715,17.0564592125224,3.81545373705718,4.75504492965347,8.17678557928805,11.1651097761986,2.76521170560399,5.76794559872399,8.29585871023716,9.26501719459053,5.77937663499868,8.33207747979755,6.71942798021487,4.68370334120059,1.76441699298395,6.2220861595808,11.1804889198719,4.81740593173008,8.88972096931794,7.72117069226052,6.22518750311952,8.97454501903813,5.58676780787358,5.06415417646145,6.22916014730676,7.71847378857787,6.83248705100673,7.14544554587931,7.92079291787199,5.52823139411319,6.78400084041337,2.04275987737492,1.99546795724665,4.18181191715688,8.55203866228653,4.80829631485284,3.18766175762672,4.01855226740629,3.3179664508735,7.54775623642394,7.80807908151583,4.88571461608544,8.40186977782771
3.44155383319724,5.52350073644674,11.2334844339393,9.61807450472855,6.47009377275764,5.90610427310568,7.07520440395136,2.25490432888206,8.06767543672862,3.56923068926723,9.81034002587564,8.27957552062447,4.41452191790903,7.88793399219753,18.8913807583088,6.98572438529935,23.1380036794172,11.4675719902833,4.585422677783,8.94635429558843,10.52655516552,10.7068029419064,7.16496681105808,5.02926886152586,3.71603288529483,11.9326693471075,6.07132063155289,1.4973954013032,7.64767187185691,7.17018222701607,2.36117329651264,19.6895872585985,4.8374288328901,7.83550525607822,6.95928561385369,8.43267888007415,5.84686887473014,9.13689466235051,8.28821406059251,11.9031607050868,7.34295002137894,7.85875185683574,6.48667203885061,7.39857395295829,2.64011990966052,8.42783971224176,8.17952668036667,4.10792663733639,12.3108655329183,12.5260116362519,4.97979972822361,6.92347797649756,8.43919665304238,4.12004816993078,4.89457976895394,7.15746107686444,5.50102958887169,6.17154536744471,4.43335168385871,8.7934286528652,5.75054951583894,4.3496355292436,2.78509293019241,2.28830279370655,7.55477315710176,5.80701068969247,6.06534124587185,2.80490088377506,4.16957055935345,9.40610380002118,9.96204163056221,9.87659510434867,9.19334085944988
5.11345315176875,5.41702302846891,13.7440785846298,6.4576863679058,8.1685634799907,5.61515588175873,11.3335411574263,6.35395424976312,8.38202886313355,10.0654746374458,7.48503091826024,7.7425387187544,6.01734243593141,0.12836912846486,13.3597791868818,5.79043781780286,20.2519100776259,11.2297496266756,5.14559492358721,9.78139825651692,8.53002192836553,14.7996834891831,12.1691255321086,3.18399021102733,5.4642544279617,4.80634325678226,6.15067262228053,5.81984256901764,11.3555819554524,6.4834729970187,7.31994314774955,18.4724313254875,6.13877202595098,9.04723639706464,5.56006678365963,6.44737073601302,5.367890008366,12.7771897812366,7.93520459830572,9.0073616115132,3.38359505973366,4.80074645292481,10.2237577421419,4.62444135168382,3.04455772875839,8.21535170304272,8.84133047886936,3.21325027828567,10.8583643142127,7.30772724100255,8.68171295037246,9.19821641717226,2.7029086905696,6.67030831063077,6.09258172436834,6.55703874271573,3.9549208844626,6.74290945521115,6.04790503928505,6.41067070815535,4.93770506811432,5.13466985269854,3.73821364434143,4.21754942962606,5.48292699962657,3.42616708036041,4.89177860076266,4.79358654203718,2.58752104933778,12.1175033351985,6.87431107532544,7.55515826419641,13.0152773981068
5.97608030073756,6.51931152602472,7.65934243314018,7.50894850160492,11.0042155883661,7.1037707005542,6.39151790300112,6.63907672915253,11.3801417243852,4.58385188996607,6.17124253694881,11.2097114019797,9.05471411859742,5.76019548164762,15.6791703629703,6.43448075254513,22.0258839610026,7.73179456157307,1.31227215760239,7.97161863432592,9.59101740245425,8.09158003277575,13.6910564029714,7.15264746862415,11.4281809393242,7.46051968327484,5.19161085771352,2.06987155236223,5.70976091815818,14.0838667491578,3.53855765888037,14.9898052658821,6.15633289496491,7.78915248453759,5.55835947194581,8.22851965611918,6.27080788269333,6.31660158038751,3.6998257192133,9.21734612904279,3.51052931459041,6.06316801339467,9.42830422631778,7.18958681504799,3.44506573383407,9.02352889390759,7.99890661628432,7.79073051636605,12.401676550063,9.79803458682162,4.89085303854446,6.01805466116726,4.1535568271585,2.93826515958778,7.04332121059188,7.39574155362342,6.41226519612045,7.40139604333214,3.68878921954459,5.47494108752581,4.68172317107024,5.04650814297591,5.88786884168883,3.95290022879246,7.96854601830908,4.38426213462867,3.94498629518791,5.43997938976946,2.65887645264026,8.93271819475919,10.0733369024862,6.58008788109926,10.8395013853034
2.56760290780548,5.20536782968428,10.8694190205165,7.33510818867266,6.85714174058722,7.63263333040705,12.0835085274136,0.723088209298377,8.81118559628089,3.83617839998402,6.88251754784392,6.53275665312513,4.42810237596711,5.86757827440836,15.8089964926264,6.76539421661186,20.4846497908182,12.3166345469652,1.45466867373838,11.8110414257735,7.58522162641342,7.63970030497368,10.809228653447,5.85556678928936,3.1729727514118,5.20731002996986,5.58096353533632,7.27826726450735,7.29602407245256,10.2382137803946,7.08172205482306,17.6342778303404,5.32501366301558,9.92676059191532,6.13074083238222,2.63978690144306,6.59866684136607,4.67131230250258,3.95604656844536,10.3944696301691,4.89988108196967,6.68157761158343,6.08355609305292,5.33951205198371,1.68658308975932,5.79814225567951,10.7268078962331,3.6331958889266,15.4276262912101,9.25001065696165,3.32151349192624,9.09373570707383,4.32233140115324,4.02967934674442,6.12289892516893,8.61033264126925,5.83264215600657,7.0085776788142,3.97012040041933,5.86944642887102,8.16861459556777,5.98408935240714,3.7684816470873,5.06963362685105,8.54263593527886,5.54245978750216,5.79283670275427,3.69975236545588,4.43130613895972,8.52735992255493,7.14197442837389,8.07210888973064,11.008099282909
5.0221967751786,6.19954721718513,6.7805768762393,7.12014558467875,5.82282698668038,5.45623244739729,7.73587287572369,1.95726353538603,6.35993490152715,2.26306191404927,3.63878852421603,6.60459229722376,3.48370161650594,0.795704768163558,17.6777876171035,8.52525924846871,20.0774136518998,10.5825636251265,0,7.43175163764188,10.6526134978703,8.10959252603859,11.4215254622635,1.10922522347174,0,4.94882998182423,3.05631303866471,6.50337513602371,5.24130351700532,6.62736389457828,5.76589677201294,12.077508298596,5.11748093101879,8.70356988188585,4.08056332967674,6.0216050981303,4.36754295593654,7.24430628682539,4.46990032777292,6.92141876962932,4.17436607220677,4.00462947817718,7.69935084403463,6.89230938142573,4.09075314377157,6.17714073088995,9.28407561256037,4.06481759909246,11.5019625877639,7.0569946220255,6.65172809323851,9.8612191681903,4.94230267256216,4.65069489770932,5.00018927860791,6.18604823071461,6.51290611369298,6.62969643513283,2.00131483067555,6.11645470320064,6.00975783428628,3.42784745608497,3.04262488827733,4.36055370874184,8.5000673969729,1.73797075552279,4.90030162839961,4.83485484225513,4.40125382353484,8.36315463197952,7.89667284919745,6.16315274668306,9.47342513715842
1.48082044929551,8.37660089384631,4.53338921201274,7.19706975533113,7.72507423680787,7.95339568626585,7.72758333383096,5.63993942697109,6.14370470273437,0.987162447669694,9.98671054121207,10.0609971524402,8.96580524554186,0,11.0990728554043,5.43870257059429,18.0471132029398,6.47001444424949,1.98209140051293,9.23111664266038,8.25831309749733,11.8107019077729,11.5473182853138,6.74913798293757,9.50967934360473,5.18005715228157,4.59605767148388,6.58217980865407,6.11611014337167,7.42005196857306,5.89269305513839,11.4599228842723,2.89106341657909,7.51060683691415,4.16335413420941,4.27408355821984,2.26331548965461,8.84288362083592,2.36161559890884,5.33685039335277,4.95160014747114,6.09958522558252,6.15340927632629,6.84848401976002,3.88983167207755,6.38500504929848,9.37001011154601,5.17377630493434,10.8247911860667,8.78981059977383,4.41940735122459,8.5493827701821,3.92118089024442,5.45884773596206,6.09169805902882,6.82063107913609,7.03814412826941,6.90125176313363,6.12581369888149,7.34633981232625,4.36971890424485,3.54344992400794,2.9398740796461,3.83308995885939,9.96737890098619,7.5912498207982,4.34103107424172,2.22882224551061,2.97094433758613,9.47892297313134,7.97605354280629,6.34197373709766,10.9919900268223
3.32932238193702,6.90414488918984,12.6453710791094,5.46419962019367,0.138954704274567,7.69458928795397,6.76594470615707,4.06575942863403,6.5527913733995,6.74583301733498,9.73831653808941,6.70344367359522,5.35045954953218,9.49563599776535,17.3696370945987,4.63747277512184,16.4315229089775,10.1584734206796,2.42609071707764,9.52617742784882,8.85691636153642,8.03098192979474,13.0457684104808,5.27444291218289,8.33732030748371,4.30936877616446,6.16503337313711,4.75941578552719,6.06949468703209,9.74806649626647,3.9672220882636,15.2242170804038,4.11777912043365,9.99992507341461,3.3482174873581,6.1211107803146,7.48211854904683,4.15062656881441,5.11980298832737,4.42421942431665,2.58234068162318,6.25096919963099,10.5303116924837,5.17105904472359,2.64855863849188,7.06868046297457,14.048214703881,3.81567975598036,9.48331665589528,7.22176650176008,5.21923998090607,7.48862765952714,6.77294827035393,5.04893125424509,4.78356096088852,7.86385483492376,3.53987337026389,8.36362092356446,6.09920616974413,3.18638667409362,5.09080960904177,2.30824265957091,2.67279915941116,3.50296556052047,9.05914921260226,3.66432013394608,3.24175007328203,3.47171061332993,3.48496692374784,10.6906519211304,7.00716128816789,7.91763585211063,9.45553948765199
2.06766803221475,6.74089481422517,6.45440942335237,8.72651946284133,5.5093747032403,4.59207768398587,6.64905105181346,6.73325269105394,9.74424836593121,4.71697837924814,1.54979996381512,4.43476718974108,6.00008968426965,2.85221888866533,19.8508033012861,7.02622186478022,16.4513807901433,5.91381570187607,2.64496964544142,5.5037337098295,7.21270861241224,9.21338685496181,10.4360995516539,4.30240636539504,9.84639518478357,9.70169636608396,4.16726023222795,3.36942582259737,3.02347406110848,5.91136678110247,7.98248045864653,11.9593946337809,6.13025237568132,5.94037729212929,5.59013970911891,4.69384023526096,2.30156525197554,10.3531631893567,4.12967467070514,7.41778293332152,4.81004441557564,6.227255613161,6.83887144864256,3.56888610205021,2.07496935464516,7.65150877866244,10.4828497359945,5.36023964401527,9.97700399573642,6.80284975105343,5.11541780746059,9.58728442472192,3.56559011409362,4.8455346365104,5.10844565902372,5.75331029828734,3.94458515266436,5.81827314249552,4.13087091827183,6.71854389467202,6.55465147527426,4.20625411641191,3.45973474702007,3.9312250959298,7.76597235782214,5.17140333777608,6.97682846328081,5.60578645779025,1.7055754775063,6.43241677226413,6.94376544650096,8.07500713164326,10.2824749481709
0,5.99539133483758,10.0583274098779,7.20375298862343,4.63092624685604,4.74054467314543,8.1801766107542,2.6353149392502,9.20951421307563,3.14300015710749,6.3530404108509,4.05221171094846,5.75824333556392,0,12.7787149343835,5.39782375920248,16.6123814285067,8.01376562677885,4.08980391185373,9.44758335178708,6.67884920486531,11.4406865077954,9.03889184341461,3.50232210268057,4.74599372517352,5.53845968763169,5.01944429526481,2.39588038320824,4.85178575682779,7.99833647610378,4.67102179650365,11.5641752361547,4.75654392499139,7.01744796818276,4.74667854797015,3.88468093655988,2.85832805405292,9.35278595528323,4.27021546935406,9.32911557663491,3.4903340247955,9.62520501399525,9.700780794381,2.17800870862385,5.06966097806693,9.23338631882303,8.17979769780013,4.73000656402797,10.5224626293219,8.11287930928541,5.41685291202882,10.8468836262968,3.98652009988032,6.202130524486,5.49732956143821,2.76963896383178,3.81290000886941,8.28438670336252,5.35957670033685,5.69243298379784,5.47066595120899,4.64173178778521,3.04497574850931,2.60668261640651,5.28731412148058,2.02786224177411,1.62732164463874,4.62162288945124,2.4753436237609,8.02690474178424,6.87674828191519,4.21351938978832,9.67666752675795
