IAA_10eneg6_Worm3_Neuron1,IAA_10eneg6_Worm3_Neuron2,IAA_10eneg6_Worm3_Neuron3,IAA_10eneg6_Worm3_Neuron4,IAA_10eneg6_Worm3_Neuron5,IAA_10eneg6_Worm3_Neuron6,IAA_10eneg6_Worm3_Neuron7,IAA_10eneg6_Worm3_Neuron8,IAA_10eneg6_Worm3_Neuron9,IAA_10eneg6_Worm3_Neuron10,IAA_10eneg6_Worm3_Neuron11,IAA_10eneg6_Worm3_Neuron12,IAA_10eneg6_Worm3_Neuron13,IAA_10eneg6_Worm3_Neuron14,IAA_10eneg6_Worm3_Neuron15,IAA_10eneg6_Worm3_Neuron16,IAA_10eneg6_Worm3_Neuron17,IAA_10eneg6_Worm3_Neuron18,IAA_10eneg6_Worm3_Neuron19,IAA_10eneg6_Worm3_Neuron20,IAA_10eneg6_Worm3_Neuron21,IAA_10eneg6_Worm3_Neuron22,IAA_10eneg6_Worm3_Neuron23,IAA_10eneg6_Worm3_Neuron24,IAA_10eneg6_Worm3_Neuron25,IAA_10eneg6_Worm3_Neuron26,IAA_10eneg6_Worm3_Neuron27,IAA_10eneg6_Worm3_Neuron28,IAA_10eneg6_Worm3_Neuron29,IAA_10eneg6_Worm3_Neuron30,IAA_10eneg6_Worm3_Neuron31,IAA_10eneg6_Worm3_Neuron32,IAA_10eneg6_Worm3_Neuron33,IAA_10eneg6_Worm3_Neuron34,IAA_10eneg6_Worm3_Neuron35,IAA_10eneg6_Worm3_Neuron36,IAA_10eneg6_Worm3_Neuron37,IAA_10eneg6_Worm3_Neuron38,IAA_10eneg6_Worm3_Neuron39,IAA_10eneg6_Worm3_Neuron40,IAA_10eneg6_Worm3_Neuron41,IAA_10eneg6_Worm3_Neuron42,IAA_10eneg6_Worm3_Neuron43,IAA_10eneg6_Worm3_Neuron44,IAA_10eneg6_Worm3_Neuron45,IAA_10eneg6_Worm3_Neuron46,IAA_10eneg6_Worm3_Neuron47,IAA_10eneg6_Worm3_Neuron48,IAA_10eneg6_Worm3_Neuron49,IAA_10eneg6_Worm3_Neuron50,IAA_10eneg6_Worm3_Neuron51,IAA_10eneg6_Worm3_Neuron52,IAA_10eneg6_Worm3_Neuron53,IAA_10eneg6_Worm3_Neuron54,IAA_10eneg6_Worm3_Neuron55,IAA_10eneg6_Worm3_Neuron56,IAA_10eneg6_Worm3_Neuron57,IAA_10eneg6_Worm3_Neuron58,IAA_10eneg6_Worm3_Neuron59,IAA_10eneg6_Worm3_Neuron60,IAA_10eneg6_Worm3_Neuron61,IAA_10eneg6_Worm3_Neuron62,IAA_10eneg6_Worm3_Neuron63,IAA_10eneg6_Worm3_Neuron64,IAA_10eneg6_Worm3_Neuron65,IAA_10eneg6_Worm3_Neuron66,IAA_10eneg6_Worm3_Neuron67,IAA_10eneg6_Worm3_Neuron68,IAA_10eneg6_Worm3_Neuron69,IAA_10eneg6_Worm3_Neuron70,IAA_10eneg6_Worm3_Neuron71,IAA_10eneg6_Worm3_Neuron72,IAA_10eneg6_Worm3_Neuron73,IAA_10eneg6_Worm3_Neuron74,IAA_10eneg6_Worm3_Neuron75,IAA_10eneg6_Worm3_Neuron76,IAA_10eneg6_Worm3_Neuron77,IAA_10eneg6_Worm3_Neuron78,IAA_10eneg6_Worm3_Neuron79,IAA_10eneg6_Worm3_Neuron80,IAA_10eneg6_Worm3_Neuron81,IAA_10eneg6_Worm3_Neuron82,IAA_10eneg6_Worm3_Neuron83,IAA_10eneg6_Worm3_Neuron84,IAA_10eneg6_Worm3_Neuron85,IAA_10eneg6_Worm3_Neuron86,IAA_10eneg6_Worm3_Neuron87,IAA_10eneg6_Worm3_Neuron88,IAA_10eneg6_Worm3_Neuron89
201.39372119936,20.0192605516487,11.9540775273459,12.4010012870242,131.838263211134,17.400780256489,8.90859511134933,78.0535018540869,30.1066868694814,7.78166102697842,11.5924006157547,20.6746984209307,50.3942995850655,13.7025367781275,10.816014366581,11.7708332533309,4.5370230671263,11.5427209283606,26.2241795766342,29.1535384075312,32.2076202953989,75.9260510932524,42.5649560188097,22.2565294313835,80.0594185032512,10.7171179858339,84.778095327746,22.9743065361425,12.7621535323316,9.83739874855355,24.9414797548748,68.5120098381407,12.4052745403654,16.5865095671529,3.33907846531212,16.1621776696692,5.17488589275305,19.9139234676172,9.33586385551049,33.6823887028121,17.3811147778018,11.2955052477822,7.6870546371263,16.722576000933,29.8759607415005,12.0183487503433,19.3152361351361,9.47840626492076,4.63012926716435,19.6629857217433,13.8771860479339,6.39885596216137,6.67824474714511,5.15863885941838,53.4898652096877,16.7683318188192,42.3442642281136,48.9271421962456,28.8136865944206,31.2116578968134,42.8263069496419,18.8975065710711,11.3010227880716,12.8900553199879,7.98196015112883,9.74715096398568,34.3893860155356,12.680407503874,11.6468481186748,8.9291399004422,16.1458360587696,11.3701393418689,27.1517410698742,19.5269968658863,7.76003742722012,28.7109609417087,17.2272514619987,18.0792390947985,10.5104879412659,14.5774273539642,18.0651235007129,31.154498339064,24.0969397547049,18.0609314497094,28.8712487093856,30.2261690791667,13.2984167578425,15.9631203973283,32.7243909567433
183.688339182889,19.5576013861533,14.4778077924066,11.9926770316802,139.393684447116,15.0266831962169,3.26975489089723,73.6006997935327,34.1192275980545,11.4122578225003,16.4596766983025,15.2966403361902,44.050755375394,14.4622739936748,13.6665302266235,9.47515830919719,8.19092296139434,14.1025645087087,16.038734630646,29.0336621041157,38.0789858210868,87.3150033131173,40.8698924600891,19.3201369705018,79.2607227049587,9.93185233873568,70.0163039870366,39.8215888537564,13.7058989817494,7.8148087618122,24.9796172410264,64.9606128552214,7.49795190752378,18.3761894071153,0.937076046550016,5.89577699951455,11.6511016196259,16.0571927856339,9.05339905610609,38.367638610869,26.1394430239349,11.0434267980953,7.58311069081357,15.4378781574685,25.5870107486935,13.4217947673714,19.4979665514237,11.5893440626764,0,12.3653587741902,14.2548846680469,5.33149826612391,8.0313858680852,2.85843463227232,47.2046629078693,12.2003296806983,34.4649853523111,47.309803913339,29.419887391833,21.4950558489762,38.3192922921909,15.4483623789227,8.07082064629294,11.9293592104892,14.6999640887308,9.96854361725449,44.4371522751798,12.3702607166492,9.26425081725347,9.01714238007215,19.4568072503639,9.92104362820558,29.7103503441783,17.5165955353175,7.32573300913639,29.4281072550742,11.2343374790613,13.8460358331117,9.44875508214296,13.4273836350055,19.8374023104428,31.2034049122563,20.6658866277976,13.5448277463568,29.7757039341278,29.080401466156,13.869140714992,13.4800248475344,32.7145743918971
177.973368229939,20.8142516166771,10.4614998100125,12.6680675117447,119.414110809841,17.0779572271439,6.4048222935276,68.8256608144453,32.4178120522152,12.1326896748153,8.03464320865279,5.64459356804317,37.7421147815824,14.5181425026169,12.3387576762569,21.84116706108,9.76014026049178,12.650081731617,16.1026533817522,40.4219950238815,35.3140773544314,81.0231415788814,43.255324707181,22.4257820570226,61.8617449811656,9.12296435764736,67.04125209286,22.7675349889393,12.3658784358661,7.35568754351916,28.5862119222554,71.6489044472878,9.09592350530017,14.7655311284777,1.59149312257555,10.23552895294,7.06300603613239,12.6283621147952,1.98331295443978,28.4932054574925,21.8560445777024,11.997649442007,9.40201779823485,17.0031560158526,22.0509217503696,11.6173643135073,10.6040512375502,10.6046048931742,1.11343026915732,15.7833860267286,14.9127174611749,6.15752888695404,8.84840592344565,2.04342454218062,58.3056213196907,12.4086763718746,44.1624667042579,49.1387868357105,29.3225162635745,19.9978042214368,38.8327560554655,15.7281542929198,8.77411332606743,11.6506285578795,14.0870070510002,6.05771913977043,34.0689639862658,11.4051814557857,6.90446780934861,9.48809142244298,12.9765285066037,11.6414944951851,24.1052500993045,19.8448381142173,4.70139636746488,26.9800129836069,14.8561439192991,18.4651841082612,8.39468354167236,14.2944890323935,24.342018847306,25.3450060232741,28.321032567831,18.5361677551329,31.6253008052216,27.3692478692284,13.1251238554071,17.3482676962187,32.9844108444225
173.902305720772,22.6613672400893,9.71281033175786,10.4344232419993,129.258210430547,13.9926315235278,4.54929082157849,73.0202429914928,24.6383380428164,11.6220575487909,16.5164127572193,15.6607120468521,46.12813467133,15.4132290997462,12.3493158823716,19.1991080058406,6.56570250083666,12.6797386736818,20.5663772116975,26.4505330064354,28.3744621895474,78.1730973329921,41.2024349204788,29.0408133932746,65.4414918556304,7.99977932755209,74.2390622332733,25.1003681276224,10.1195038016821,13.3915478165284,22.1478694948367,69.8419214496237,9.66703447981279,13.7297929104973,3.97706716883677,8.30560503340901,4.85024294812166,11.3619579808175,11.4898269117808,32.1383333115659,20.2212949013096,13.115888487756,8.44297205896485,16.2763696524133,26.1663310897318,12.0055074131558,16.0634521099485,13.4761140917303,4.56431949739789,15.679989871594,16.4112820761688,7.52066672811373,8.84866827033307,4.9552062271524,61.157155038352,15.959125769771,38.5620266050168,49.3354605773475,29.8316432949234,24.1501512444726,38.1688965407532,18.5356645632475,10.4582318733567,15.9727008895808,14.7831491750381,9.05036691268793,32.6724032544855,7.03704591468676,8.86809126308498,9.47195853877341,21.3803956234978,10.401767436582,26.9430377389685,18.8083271437545,7.63730725138917,30.6852273891137,13.5871787264453,14.0858865727701,7.87308263637978,16.6220025995606,20.7051379283404,28.2379355077223,19.4462169463881,18.1858455910382,32.8919067781054,31.0958201455153,15.398875902197,11.416622960632,23.4307797589384
170.677118111774,16.5215586060011,9.28119122916913,10.2080956806782,116.999959584482,5.7823057036161,0,66.7595182203818,34.1668635419873,9.88778295504314,14.0814226921085,15.0878926099309,44.8333588962812,15.1617528741976,9.2827590263999,15.5248570312899,10.3894710569044,12.0643691701502,18.9993684946964,29.3630728841497,31.6419988031215,82.7457776402831,40.2618375586246,31.8698513794957,64.5285387273865,14.9871101115618,67.7569958561942,26.3224127101637,12.831737940577,7.29224304528156,25.3626490146043,67.6114368149395,9.53829359872307,19.298515723697,1.93277758110112,8.56250644465552,7.77947231954761,13.6582163044569,3.57379116130107,28.6719845242461,23.3114191826779,7.41349720452309,5.77864486118062,12.5245145973345,27.8062726782391,14.6012326371059,14.8269009697184,13.9161680868801,5.05706696982977,10.1769123463446,13.0781769308399,8.62915116670798,9.52999844455201,3.59335191353692,62.0458764487379,12.8039826603965,41.924736535488,55.1000838517234,30.3684479205583,20.6638364297578,38.0703358032771,20.6671445530307,8.16110068795196,11.9242430001681,15.0546842724013,7.23428806888416,32.2273579132819,9.34712158285512,6.41478747430951,7.08771192847283,15.9549909580763,9.35407246832386,32.848176417972,18.7142236832503,7.07471543893325,30.3033448646457,16.6223046077347,12.4163500861126,8.69113940676866,14.6397577140156,17.0074434856938,29.3880749630882,23.5053874950952,19.7981518572151,32.9759990803345,25.9896071472524,12.581648990658,14.2915702109825,20.3121789628229
156.951110524666,21.3244010059264,8.19571084874383,9.00751789770309,112.864266136619,4.92323708514316,5.44772904210444,65.5745563230408,25.2823402749872,10.2829114344705,19.2300500454458,14.2856979024657,39.3015221754168,12.2866020568389,16.33996572109,13.3270183851901,10.8950107007139,11.9371651616539,11.4795280196092,32.4506793296664,35.6604022485899,77.9300126320449,41.6299067289276,25.0421534470987,66.9186245906597,17.5689471453296,65.9023577531415,25.8845386286192,12.5177673872407,4.81506680828933,28.3078835114398,58.2065740310127,8.28869865100257,19.4778615048848,2.99400663234102,11.1097826239632,13.8088601011533,14.8243453726508,0.433157621131089,31.9216679897451,22.0818696277488,11.7765946980058,8.45436049463776,12.547978427214,25.5341080954027,12.9231867211176,18.1896257411485,12.8928423592126,5.94639995672436,14.9983366388226,15.493409631915,8.13602717918903,11.7913711123769,3.97060854004246,58.6624319175432,14.1197030294951,38.8383444315406,46.9379625691948,30.3650225065475,11.1447384344496,37.8136724829921,15.4007596744889,7.46935257379859,14.8679955125534,11.804322516824,7.33006267859049,25.3987645350708,11.3421430348419,7.41692244125796,6.09412426093776,17.3682508773298,9.62251249433052,32.1992937394949,21.5816261689195,6.07270116089508,26.1410419283762,15.8994864307123,15.6133273879623,8.32083094241247,17.842306058598,22.7759049870154,31.54257217262,22.877703230607,18.4669066045132,29.3118127320859,25.5781971480942,10.0525635047313,15.0751049649888,22.4760946026721
162.30592254615,18.0909457176121,12.3385661227103,12.0356897769907,110.253214225406,9.04108376082499,8.6151284784632,63.8086791784233,31.4091318617365,9.72320703301985,15.8351620736655,19.1728607216629,41.7542300105861,13.295382300833,11.3203932253768,13.4183705516779,8.09385078447434,13.2891058939194,16.4100728794992,19.7164096442049,38.4325552414655,79.1064011324731,40.6101981371678,15.9398101275813,67.8843155193153,7.08603672204043,58.7121086809037,23.4002264820885,16.2185084486839,14.7798717751575,22.7144965642593,61.9053425153927,8.61719173747673,20.1288547996202,2.70019293965617,8.22984187928829,10.9961003031988,21.6586832141486,9.0468727565302,39.6714400699319,19.0482063063766,11.6306113109314,9.4335145866865,12.6355272177553,25.5923335157656,11.9856522301326,18.53214309528,14.0880266476979,3.48477288851805,10.706681810508,14.15436973586,6.16452576207316,9.70918679046459,4.49707163030798,53.8877939382116,13.4372043974936,41.9154279177986,55.9083074809658,29.1015476652172,10.7272835019891,37.3940666707271,12.7614813604214,8.74338351675726,12.6969670644201,10.1719878556569,7.27815904697273,34.72648011909,15.0942300736902,9.95519839055694,7.51090225855659,14.2144924523042,9.47633896634751,33.0731522824828,20.634043674448,8.05280620954745,30.2565374357412,14.795036025713,10.6990968810487,9.9062957880088,14.7760866454957,25.6047453804717,28.4072777065281,23.2593945281626,19.9782959219463,25.6707025359538,30.2753448892108,12.4227099241755,12.5384120110928,23.347509199351
168.181510203584,15.8547418643611,12.5826825026917,6.50319882888938,113.734492889703,8.47677566759159,3.95265971695951,69.1702253035396,29.4817497411464,12.4203269531377,15.667011343541,17.0130080587977,39.2861188296452,16.0521747079162,15.9450218117145,15.0950309375092,8.48743591987158,11.9997704870979,10.0729354200037,27.2718990788311,32.7248912886157,67.4672535209108,46.4427372578226,19.143034741973,68.3710871335055,10.97797058763,59.010126664143,20.235776521277,11.6113207315872,12.6972882620257,22.9709775170722,62.7897743028384,8.18287117677432,20.3250972678212,4.53789410328474,8.83178557525923,5.16915775260435,14.6982696833517,4.19283359240214,33.4028784588297,24.248290689031,11.8440748106166,7.90520198833244,13.8227670517686,22.6787235358659,15.4319277085093,10.5913320780875,12.8302274004,1.88005520581935,9.17291993346594,13.8953815667523,5.00066291467488,5.50886266331165,1.16510546786359,57.5055326686694,15.4902937829191,34.8586141744458,46.5443808266763,30.5758384434867,16.3233139467651,36.3574998710998,12.8925757964357,9.72863170145121,12.0857353556882,13.3628473724818,7.28982227219728,32.056807154984,8.43189908688768,3.76076557287274,8.87492891149691,15.8528498049026,8.05237743240661,26.8965522381821,19.4775654236537,4.4043541503236,25.0062768021893,12.0398230618014,16.4062435511558,10.1642554743268,11.1872140870109,23.2631094455552,30.7849828094242,27.2773439929927,17.4084984360584,22.9605185375525,27.5863872015451,12.9856362827485,13.7226028773032,28.7560497103087
162.538053577655,25.5677575609446,13.0832923664432,12.9610375998867,101.734999998238,8.56690429341083,4.54702635823591,67.9391250428673,27.7768482688206,11.2959642244455,11.930283404589,20.5259051083892,36.0944876340659,12.690221177078,13.2426755332433,9.55142390014172,9.52221614700059,11.2269462358686,17.2171717064786,30.4006440209203,20.7996624354551,73.6144882296274,42.1890242722824,14.4967476081581,66.7543828432274,15.1795083134178,58.6376070964827,20.9184787396275,11.2941447107282,7.12791872392881,21.0954768113183,58.4624040027554,9.21822380218255,16.0726004638297,2.41198637646816,11.1251991891637,9.13029299030907,16.5868714712175,6.69249655600836,33.8457107882712,21.0487362633624,9.96970614249364,8.78755819377959,14.0875174305453,26.4524129962447,14.8309195192141,10.5233696198455,10.7359016321054,4.84366669267087,10.3274686052432,13.2621175728327,5.70932223967222,9.97389370737196,6.3120537189339,61.0746432488913,11.9114473884459,34.9767018237028,55.4200169515974,28.8045047491144,13.4960341748871,38.6653445019938,11.3427888889817,10.7221452159669,10.9560276487935,11.3825569872346,11.7464664559732,28.4784011232908,9.72234623704674,7.54852634912867,7.18045986310501,15.4542196312933,9.35546615178137,28.6980851606415,15.6995422453371,5.00904353428869,25.7094962968054,13.9001681277295,12.5743358417211,9.1540151257812,14.0811209375505,22.320602654002,25.81676142535,21.8341470299814,19.9267873874931,29.4488178260562,32.7985790264036,12.8173703859701,11.2649528410954,24.1710762535629
165.887389061061,18.6177163479192,14.5372759428407,6.58840834617456,109.850056449216,12.9771677484904,6.1647237814389,66.0303887878166,29.3342251805264,13.21365451397,10.7555472865243,17.8554236789611,32.0715500726911,14.0665702167321,13.4211447740754,12.8405591614078,5.83513229622197,11.7361816819279,18.6159686750041,28.7300812258597,24.8477145048982,68.2942251073072,41.4141366668465,17.6279393437571,63.1457922216558,10.8972460766556,52.9409589139844,20.2524160131667,9.55258794155386,7.66942767476883,20.8562260634514,60.5653977121786,5.36405800505075,14.1054569925913,2.48306440240876,8.64699519285787,16.2199232782216,19.8826192959299,3.16192462126387,25.9529342716583,21.9012114991137,10.3372560972342,8.26262070314897,10.734328280834,26.0646031191083,15.0646430360353,14.2707005830472,7.24361648798916,6.98151928826484,10.9714790826336,12.2694371918867,5.98440097351066,9.45271000875256,3.38706217064002,51.3360291852105,12.9510321556726,41.2871021422963,48.6873198179194,30.4863188850969,16.5761911598463,36.7057226175433,9.95538857288169,9.14412340885163,10.9878653027573,11.4017501669561,11.5654255930742,23.4859496772293,12.0347246686123,7.09476042744192,8.21959316000455,17.5300072747024,8.36235986379901,31.3876874982732,20.5310836545188,4.02180564802185,29.867895735003,14.9922805724541,11.7205404704199,7.7268828199615,16.901383401943,20.8171008879317,21.9285702411726,19.5460826065135,15.5053899837844,34.6758713056972,26.3306817076907,14.7876040617299,14.2592110650984,18.1133694082767
