Benzaldehyde_10eneg3_Worm3_Neuron1,Benzaldehyde_10eneg3_Worm3_Neuron2,Benzaldehyde_10eneg3_Worm3_Neuron3,Benzaldehyde_10eneg3_Worm3_Neuron4,Benzaldehyde_10eneg3_Worm3_Neuron5,Benzaldehyde_10eneg3_Worm3_Neuron6,Benzaldehyde_10eneg3_Worm3_Neuron7,Benzaldehyde_10eneg3_Worm3_Neuron8,Benzaldehyde_10eneg3_Worm3_Neuron9,Benzaldehyde_10eneg3_Worm3_Neuron10,Benzaldehyde_10eneg3_Worm3_Neuron11,Benzaldehyde_10eneg3_Worm3_Neuron12,Benzaldehyde_10eneg3_Worm3_Neuron13,Benzaldehyde_10eneg3_Worm3_Neuron14,Benzaldehyde_10eneg3_Worm3_Neuron15,Benzaldehyde_10eneg3_Worm3_Neuron16,Benzaldehyde_10eneg3_Worm3_Neuron17,Benzaldehyde_10eneg3_Worm3_Neuron18,Benzaldehyde_10eneg3_Worm3_Neuron19,Benzaldehyde_10eneg3_Worm3_Neuron20,Benzaldehyde_10eneg3_Worm3_Neuron21,Benzaldehyde_10eneg3_Worm3_Neuron22,Benzaldehyde_10eneg3_Worm3_Neuron23,Benzaldehyde_10eneg3_Worm3_Neuron24,Benzaldehyde_10eneg3_Worm3_Neuron25,Benzaldehyde_10eneg3_Worm3_Neuron26,Benzaldehyde_10eneg3_Worm3_Neuron27,Benzaldehyde_10eneg3_Worm3_Neuron28,Benzaldehyde_10eneg3_Worm3_Neuron29,Benzaldehyde_10eneg3_Worm3_Neuron30,Benzaldehyde_10eneg3_Worm3_Neuron31,Benzaldehyde_10eneg3_Worm3_Neuron32,Benzaldehyde_10eneg3_Worm3_Neuron33,Benzaldehyde_10eneg3_Worm3_Neuron34,Benzaldehyde_10eneg3_Worm3_Neuron35,Benzaldehyde_10eneg3_Worm3_Neuron36,Benzaldehyde_10eneg3_Worm3_Neuron37,Benzaldehyde_10eneg3_Worm3_Neuron38,Benzaldehyde_10eneg3_Worm3_Neuron39,Benzaldehyde_10eneg3_Worm3_Neuron40,Benzaldehyde_10eneg3_Worm3_Neuron41,Benzaldehyde_10eneg3_Worm3_Neuron42,Benzaldehyde_10eneg3_Worm3_Neuron43,Benzaldehyde_10eneg3_Worm3_Neuron44,Benzaldehyde_10eneg3_Worm3_Neuron45,Benzaldehyde_10eneg3_Worm3_Neuron46,Benzaldehyde_10eneg3_Worm3_Neuron47,Benzaldehyde_10eneg3_Worm3_Neuron48,Benzaldehyde_10eneg3_Worm3_Neuron49,Benzaldehyde_10eneg3_Worm3_Neuron50,Benzaldehyde_10eneg3_Worm3_Neuron51,Benzaldehyde_10eneg3_Worm3_Neuron52,Benzaldehyde_10eneg3_Worm3_Neuron53,Benzaldehyde_10eneg3_Worm3_Neuron54,Benzaldehyde_10eneg3_Worm3_Neuron55,Benzaldehyde_10eneg3_Worm3_Neuron56,Benzaldehyde_10eneg3_Worm3_Neuron57,Benzaldehyde_10eneg3_Worm3_Neuron58,Benzaldehyde_10eneg3_Worm3_Neuron59,Benzaldehyde_10eneg3_Worm3_Neuron60,Benzaldehyde_10eneg3_Worm3_Neuron61,Benzaldehyde_10eneg3_Worm3_Neuron62,Benzaldehyde_10eneg3_Worm3_Neuron63,Benzaldehyde_10eneg3_Worm3_Neuron64,Benzaldehyde_10eneg3_Worm3_Neuron65,Benzaldehyde_10eneg3_Worm3_Neuron66,Benzaldehyde_10eneg3_Worm3_Neuron67,Benzaldehyde_10eneg3_Worm3_Neuron68,Benzaldehyde_10eneg3_Worm3_Neuron69,Benzaldehyde_10eneg3_Worm3_Neuron70,Benzaldehyde_10eneg3_Worm3_Neuron71,Benzaldehyde_10eneg3_Worm3_Neuron72,Benzaldehyde_10eneg3_Worm3_Neuron73,Benzaldehyde_10eneg3_Worm3_Neuron74,Benzaldehyde_10eneg3_Worm3_Neuron75,Benzaldehyde_10eneg3_Worm3_Neuron76,Benzaldehyde_10eneg3_Worm3_Neuron77,Benzaldehyde_10eneg3_Worm3_Neuron78,Benzaldehyde_10eneg3_Worm3_Neuron79,Benzaldehyde_10eneg3_Worm3_Neuron80
8.09581400027679,0,11.9174274928039,7.63443931173584,5.03485972419609,7.41993218245741,3.37301646728091,4.66447885382563,1.40883025015336,11.5574088139061,4.1016162263505,6.27768580788293,6.21967226392191,4.55714777142681,4.41522771336984,7.21736384935543,7.25855398822792,3.22982986863124,2.18386999023932,8.22435702030187,7.12316648560025,7.09626350027958,2.62250825252273,8.341726144644,6.84482733831026,4.65032246442174,0,22.7519017040323,3.58358012935279,6.78489986646961,2.85791807804996,5.03459969663398,5.43530650301068,5.81429806825215,4.68010443178444,3.27727896401211,5.054561802508,13.527284452705,3.34571559163077,3.39677241217218,5.82733597192882,3.61325477305494,2.09386265509681,17.6922325715672,5.88178317654696,2.42800108118934,23.7722284142348,4.94550770455812,8.50681525907361,4.7535791181769,10.040605749387,9.79489796444241,2.72730577619717,8.08252079716529,4.12708004749766,1.57795118063329,4.07330888446403,6.24071933756636,6.24275648243283,2.5749198473168,9.51303158310916,4.51464831971417,8.29424940822532,1.23147458788649,9.44163073125045,4.7420630187534,2.58970906075665,3.20305339251103,4.09253476709149,3.49144252127359,4.61980199741971,3.96244269950177,4.4017690711903,4.84273849554329,5.42193359142672,1.79477117235661,4.05231363996036,5.2657795829938,4.43442088077953,12.7341228923752
9.14826560906831,4.57905123073024,13.5670495175926,5.8277793018072,5.2192479375962,7.22763614098467,9.52360233698378,0.667588344355658,5.15979459987692,10.1522543575249,4.62889736238385,4.2075201995978,6.11257567161808,5.58852491589824,2.7037003680877,5.61562745720713,7.72288314323141,5.08571819496723,1.83292851014609,8.36586270791691,5.20183897085132,2.74021518089689,5.79033489424294,8.28717305835001,7.61806834521268,2.20664598480626,6.22272672225916,19.9046386822844,2.85622885605651,6.04101466429143,3.20400343237872,7.12953604342727,5.04299831198442,5.85285141499887,4.06523759593967,2.12323046850842,4.33348630986008,13.573185018991,5.55830638129916,3.18190097053984,4.60966441661647,5.02985553192605,1.94761800012612,13.3414905965597,1.1759088818243,2.92309282325771,23.0626149188924,5.32864151937015,3.81700829825155,1.97906327876325,7.36695970776472,12.1304596346613,4.02177823860877,5.58300258396552,4.9426407306534,4.22606646790685,2.01109973347563,6.38751724811772,12.2001374930947,9.40070494705972,5.74164108166229,9.8076263453116,7.10659011673078,1.45237326832928,8.04999895309105,8.81662770747032,4.95180652257912,1.6113240678599,7.39908019286212,1.25819726355418,5.93286040475813,3.93770849316344,5.78882571838012,4.01590614863219,2.44468755616973,7.2795728798828,4.84367727402136,2.72853472864026,6.25216854089792,17.6890848042259
9.24638408485275,2.58010672215844,13.7823391042877,8.72303997721243,6.18369330275316,5.84933565187189,11.8173577037708,5.38947342116933,2.00565186609575,9.77064567340341,4.30343432915645,7.94851162091792,4.18373364802153,3.66427012612844,0.521907039091935,7.97661056327418,6.76438652970577,8.99560651298781,4.22760283112163,4.39799257669745,6.42062490741852,7.05740135753439,6.83026959228296,6.3488188043014,5.37979611119844,5.16167487187504,5.22947863713441,22.6577580225416,3.24410019777938,7.29289463878136,5.46941218405674,5.33707679749939,6.00368705426559,5.31935302520986,3.25781447673474,5.84466296390423,1.68445565413391,3.96952843722995,4.25246458799916,4.426369934758,5.05462901171224,4.43186633018644,3.35664045384899,10.92520994534,1.86905409295115,2.25994678718326,26.1444542359571,4.00168967298729,1.95701857568305,4.95337492685194,6.29630566531299,8.13144990093673,4.11118074902861,5.87241232825122,5.15246675530632,10.0006000552989,2.10276538570133,7.76091452030823,7.63840063172327,6.58056333853995,10.8911393130824,4.01949550727808,5.65512551893057,1.77531809249023,10.2932055815501,7.34654949702405,4.14058774616868,2.99658854466968,7.32152274820414,3.91033288726022,6.95166168234189,1.92000809281256,6.75059269039409,7.17154392608707,2.88124078193938,5.16888652467721,3.88946549831791,5.81042556340819,5.51304464720211,19.6925681644063
8.66344106793805,2.1195001816928,13.1997959557201,6.97016480945503,6.66347434022774,6.83314053813476,5.32616046526081,1.51693405321549,6.67845174576142,12.0705527424743,3.66586797156895,5.52708709957402,3.96385028712208,5.35282385080856,1.79847619956324,9.60305454159472,7.83869237128968,5.93135869234837,1.67394251630962,5.78511013731591,5.57686519001698,7.33809106432009,6.69090240204504,5.73901100638648,8.18028402448786,5.41009649755985,2.06559926643252,24.4442752398816,3.1420575686809,6.65449868383498,4.21977285631769,11.2459133457183,2.48369386728542,3.55631698025175,5.09782252082548,6.14123521847674,1.0935029715066,15.1045814939487,4.26759092317686,4.29589243587745,5.63025853510294,4.8234122134416,1.73284446995175,11.8081260038951,4.8003468666454,3.03776607917692,27.4208124549094,3.61584535167367,5.18413341857084,3.19524270263401,4.06016039828762,7.7004061512927,3.1827701756624,5.98583742135139,7.22908429384735,5.28747823883038,4.05854714582052,7.87896408689993,7.44226407990482,4.31759714253752,11.2929161960573,11.6409768081525,5.39698284550819,1.62033111181126,6.76633989565239,6.70238300117187,4.24440292970107,3.58795257347587,4.66229747123069,3.1028934833056,5.99223299822945,2.34163640648064,5.85144917235942,4.10253190779225,5.74915310539713,5.88335506133636,4.87498400192942,4.42764724813002,3.49747959949261,11.8390205967971
9.97354004556128,0,6.43152366882348,5.98078213325488,5.87426613286461,10.8975385616583,7.01754424772366,8.39724620404555,2.3781400663963,7.83343938763679,4.85869367444868,8.4148288596019,8.43245257976502,7.58054451074875,3.03763778126761,5.32031203094756,6.9933193903452,6.00516046170182,1.93531774237244,10.2602448236481,2.31529187206706,4.5133273179912,4.97057369762727,4.27381726157149,6.75455159275438,4.30979611909316,1.10251964807798,23.3507585450665,3.29878916915805,8.62609280411012,7.94801876434251,7.67510328557564,6.46528546762577,6.61353548263858,6.04316962047865,5.09400907011936,2.81194153708544,8.69512557130742,8.54068184715191,4.68312935148052,3.88714747231072,2.70355353110405,4.16929722903729,13.9826427299744,4.18049241081766,3.55044695342104,25.1582997254277,3.04967206977977,4.38231816346647,2.11340120549792,7.37077076149625,16.7408268399558,3.64527999624742,4.07863936648028,7.80330261643995,3.04979902066695,0,4.94657813645237,9.85046003583085,5.29574966692912,5.63191446664352,9.56161798862867,0.733036634083989,2.41242648527881,10.0171161810541,6.88104573511737,4.15373219608516,5.02907776454385,5.4244586703722,6.21943349561755,4.08853084745937,1.25063294967506,7.52863684290403,9.12604116163059,3.66116851515499,5.70669951138438,7.25872335473941,2.95459293157903,5.92993981765305,13.4490401763346
11.4223190082013,6.4123256471473,7.01313272694206,5.86127542195105,5.35846241769707,5.9405186094301,9.5103958331786,7.74126270119645,8.72387576832271,10.6094623141212,2.44543277271799,7.9554864963216,5.04014910217181,4.50438154984477,2.56781466724812,4.61032048833449,6.73701770070922,8.67817788369644,2.19971386244459,3.76685060974725,3.62892081363597,7.09626898838435,3.92694691736014,1.24651597169437,8.5990429580904,2.58549495844037,2.53507882443161,22.4856857484125,3.20960288304433,9.28094280309043,0.724056499681106,6.30350106300085,1.63055034484753,7.51814887949603,3.38549885036436,7.28024155365967,2.80807854765681,10.9809478199184,5.42528523456043,3.2269633585607,3.30273809863669,0.864172260592194,1.02425351287737,15.5394730512863,5.71276081433016,2.69869397103143,25.4390836279269,6.36102706944924,6.48389024988598,2.96027618345363,7.35174469376299,12.5018422316782,1.67176924035887,8.29121686662621,6.5218881491465,6.42598423806768,1.79023525597725,8.18014450143651,11.4459467857858,6.48328005712116,3.89337046274259,12.5314379930927,9.16245816785864,1.90317870136307,8.01144157933495,5.47802700641298,3.89792171991002,4.95453003585322,2.56462929123399,4.58959057424673,8.02248058095115,3.04541961069245,8.41637849167472,3.5619688575385,4.58169329470091,7.95853706698809,9.22649452019107,4.23120227323154,3.55662052527143,17.6470838840136
16.5660672530745,5.78052461725423,7.75335594668636,5.52461016051574,2.54144463660688,5.49011126821311,8.73844520073841,8.27629883468383,2.90272465800265,11.2634091144275,2.72784770357381,7.33116049420719,2.87212129154066,6.95076841248977,5.69259394934215,4.71209892158861,5.90809490071836,5.81922805717055,3.71836516385971,5.56469838535948,5.52847201953661,1.98971637071516,7.17101306548718,4.76931365225453,6.23758427531708,1.67396481628683,0.45313168998903,18.5684633189579,0.852521488773179,7.74533744798598,4.98690741047101,5.65328823755182,5.21000015007896,5.19312721422267,6.07594886618305,2.3315502247464,3.95177686179239,11.1791816867492,4.44134697878427,2.88235618446559,4.40446667139495,2.72827706679018,3.3247696121563,13.5953818586928,6.78960778618913,2.308700621229,26.5727428630752,5.58908798176751,10.6800352878898,2.35262128035704,4.36307073504307,11.4653535237366,2.93796387323354,7.44338583386107,7.91885563676189,2.11885885276513,3.06841061233927,8.54850456766094,11.0040211807735,4.73073540525669,3.98400993328636,6.265921632829,5.41514249290367,2.793891588449,7.43198630440258,5.90399939778295,4.36667462659637,6.17467059239348,3.04043330422785,5.10017925336004,6.92032880604548,2.41088267011398,3.65930339292295,4.78661576781936,5.35162383143615,5.99287868474761,3.05742062609984,4.67502632448107,3.12624616025169,13.779952935609
15.345453288964,3.55556987269748,12.9221753625756,6.89626272927362,7.474315590971,7.1702835060155,10.5027317495126,0.475891325458948,4.47467232262372,11.8698382334176,1.84201414049579,9.19589588429998,3.23518162950962,4.94179726623215,2.43280411332002,5.38135893706416,5.35915376992941,7.93094751717292,3.31848625640093,5.1623387066102,6.86859631837785,6.21128830238957,6.97938856248193,4.7671960097777,8.69190397334735,1.27074723258095,10.3426051675985,19.8942891850185,2.04109493475905,9.2132682138071,3.5696591199814,7.05775861279566,2.68387277651957,3.1400028364435,5.82113467947462,2.69229193820922,2.64872461564104,14.9015463324901,3.22942232740141,1.6541103547329,8.26415540701621,0.949147128858635,1.49775187659102,11.9911531255157,3.00489496902269,2.00262454191133,21.8295940980249,5.04191119059393,5.66088553109544,4.10807852068644,12.5422831621031,13.1413792091965,3.30502949185824,7.04898303107449,6.36703228812445,10.6892953336181,4.90658862198845,9.2204982318108,9.32722413313678,7.12227910994244,7.30589725842975,9.30159822384588,8.54244186595751,1.37609956686698,9.81576051155021,7.52419974193963,3.8517895992443,6.44366749837494,4.19890438665678,2.16783508950018,6.38184089918606,3.1279702567169,5.81110552318686,5.95112980792805,2.68994779794829,8.02458407555687,3.80133307064864,3.92747105864685,2.7668087553215,11.9376965489943
7.14126171712247,1.18568387206673,8.7827706905017,4.32037945752115,9.1270486489988,7.35678369861921,4.45051111044461,5.78328595589633,1.39470206848795,6.57301414418056,7.69098273867441,4.49518521438186,8.89729397278956,7.66354570685292,4.45686146823632,4.73289545793619,8.47644420772239,6.70131769957798,3.06856877685911,7.23245257896005,8.23622246334389,5.19349308879318,4.19972654859609,8.03111331266189,5.51073463315795,0.790477307957601,1.61079390850919,20.3477831882128,1.63992546169548,7.62411879424151,4.8768613906867,7.59176993882189,6.86503945713463,4.54362686054178,6.04110893890709,5.80590676264944,2.04059106692791,12.5513087309637,5.78413456323912,3.06784549986438,11.7570985994079,3.08237468989706,1.91706816326925,15.2695991966991,2.24317281189176,2.76309821826887,22.5580890647448,5.61428073351556,10.2621158613566,2.65065774079427,4.37490432773922,12.0774846794258,3.88923017114983,5.46304594423564,4.80011659659859,5.79067918812886,1.94778365747552,4.04885731561613,5.11056287365416,5.28492770845149,7.96778089553465,7.35918374179194,6.57134171296688,2.01413356248739,11.0650270663063,5.03881365598439,1.21569250180348,4.15475216096233,6.95172931248869,3.36997317319852,6.38612344290832,3.65296700639902,7.14262977937408,6.58097136241029,5.68660636787247,5.81008032343947,3.52355059327875,1.39696812055907,3.73366649665852,10.6066492894496
11.7731294013308,4.41392939336005,16.2958313049755,7.6054568208118,4.29435075184057,6.61200865888129,4.53470134057551,0.0522613750041085,0.786625988969662,10.242397906138,5.73508538019824,7.63915760393558,4.03801441370172,5.31976006041804,0.838955936848634,6.70393905181716,5.52538578814553,2.97524849469856,3.59656304812712,3.83715568148491,8.36702147846974,4.02037395322175,3.02598384663832,7.14500755968813,11.3783307552718,0.996347639247737,8.17970179233319,22.2060516243576,1.51366595105011,8.30527683337402,3.34086962901959,6.79943488262811,6.4210719720326,5.06120905960599,5.06003347357613,6.34595288416032,1.60470117109079,14.5906912003764,4.53597312343212,3.80190207410937,1.39408532474252,4.46631914362567,1.77790027481049,11.5227989393818,7.16193333876304,1.96538338290288,23.7324477727905,5.95402400424277,8.71255602611199,4.19711164348077,9.43320799156528,7.97317228943382,2.68807241673542,8.33467939741317,6.48047434602521,7.54010492525222,2.28354171868976,4.62015107480556,5.72011595260753,5.82578120667782,3.05628665901566,10.2280120744383,3.02471614127506,0.552607088220358,10.1911436903651,4.5479594983638,4.97886650027991,6.42025747325129,2.33643848091099,7.04865408213637,4.58163475585424,2.49685117610547,10.4615595119341,5.84335067938833,6.74816126819091,3.83324905429643,6.54700287646149,1.88590768191149,4.10594714562112,14.3621135386446
