x2nonanone_10eneg4_Worm1_Neuron1,x2nonanone_10eneg4_Worm1_Neuron2,x2nonanone_10eneg4_Worm1_Neuron3,x2nonanone_10eneg4_Worm1_Neuron4,x2nonanone_10eneg4_Worm1_Neuron5,x2nonanone_10eneg4_Worm1_Neuron6,x2nonanone_10eneg4_Worm1_Neuron7,x2nonanone_10eneg4_Worm1_Neuron8,x2nonanone_10eneg4_Worm1_Neuron9,x2nonanone_10eneg4_Worm1_Neuron10,x2nonanone_10eneg4_Worm1_Neuron11,x2nonanone_10eneg4_Worm1_Neuron12,x2nonanone_10eneg4_Worm1_Neuron13,x2nonanone_10eneg4_Worm1_Neuron14,x2nonanone_10eneg4_Worm1_Neuron15,x2nonanone_10eneg4_Worm1_Neuron16,x2nonanone_10eneg4_Worm1_Neuron17,x2nonanone_10eneg4_Worm1_Neuron18,x2nonanone_10eneg4_Worm1_Neuron19,x2nonanone_10eneg4_Worm1_Neuron20,x2nonanone_10eneg4_Worm1_Neuron21,x2nonanone_10eneg4_Worm1_Neuron22,x2nonanone_10eneg4_Worm1_Neuron23,x2nonanone_10eneg4_Worm1_Neuron24,x2nonanone_10eneg4_Worm1_Neuron25,x2nonanone_10eneg4_Worm1_Neuron26,x2nonanone_10eneg4_Worm1_Neuron27,x2nonanone_10eneg4_Worm1_Neuron28,x2nonanone_10eneg4_Worm1_Neuron29,x2nonanone_10eneg4_Worm1_Neuron30,x2nonanone_10eneg4_Worm1_Neuron31,x2nonanone_10eneg4_Worm1_Neuron32,x2nonanone_10eneg4_Worm1_Neuron33,x2nonanone_10eneg4_Worm1_Neuron34,x2nonanone_10eneg4_Worm1_Neuron35,x2nonanone_10eneg4_Worm1_Neuron36,x2nonanone_10eneg4_Worm1_Neuron37,x2nonanone_10eneg4_Worm1_Neuron38,x2nonanone_10eneg4_Worm1_Neuron39,x2nonanone_10eneg4_Worm1_Neuron40,x2nonanone_10eneg4_Worm1_Neuron41,x2nonanone_10eneg4_Worm1_Neuron42,x2nonanone_10eneg4_Worm1_Neuron43,x2nonanone_10eneg4_Worm1_Neuron44,x2nonanone_10eneg4_Worm1_Neuron45,x2nonanone_10eneg4_Worm1_Neuron46,x2nonanone_10eneg4_Worm1_Neuron47,x2nonanone_10eneg4_Worm1_Neuron48,x2nonanone_10eneg4_Worm1_Neuron49,x2nonanone_10eneg4_Worm1_Neuron50,x2nonanone_10eneg4_Worm1_Neuron51,x2nonanone_10eneg4_Worm1_Neuron52,x2nonanone_10eneg4_Worm1_Neuron53,x2nonanone_10eneg4_Worm1_Neuron54,x2nonanone_10eneg4_Worm1_Neuron55,x2nonanone_10eneg4_Worm1_Neuron56,x2nonanone_10eneg4_Worm1_Neuron57,x2nonanone_10eneg4_Worm1_Neuron58,x2nonanone_10eneg4_Worm1_Neuron59,x2nonanone_10eneg4_Worm1_Neuron60,x2nonanone_10eneg4_Worm1_Neuron61,x2nonanone_10eneg4_Worm1_Neuron62,x2nonanone_10eneg4_Worm1_Neuron63,x2nonanone_10eneg4_Worm1_Neuron64,x2nonanone_10eneg4_Worm1_Neuron65,x2nonanone_10eneg4_Worm1_Neuron66,x2nonanone_10eneg4_Worm1_Neuron67,x2nonanone_10eneg4_Worm1_Neuron68,x2nonanone_10eneg4_Worm1_Neuron69,x2nonanone_10eneg4_Worm1_Neuron70,x2nonanone_10eneg4_Worm1_Neuron71,x2nonanone_10eneg4_Worm1_Neuron72,x2nonanone_10eneg4_Worm1_Neuron73,x2nonanone_10eneg4_Worm1_Neuron74,x2nonanone_10eneg4_Worm1_Neuron75,x2nonanone_10eneg4_Worm1_Neuron76,x2nonanone_10eneg4_Worm1_Neuron77,x2nonanone_10eneg4_Worm1_Neuron78,x2nonanone_10eneg4_Worm1_Neuron79,x2nonanone_10eneg4_Worm1_Neuron80,x2nonanone_10eneg4_Worm1_Neuron81,x2nonanone_10eneg4_Worm1_Neuron82,x2nonanone_10eneg4_Worm1_Neuron83,x2nonanone_10eneg4_Worm1_Neuron84
10.7994946190653,13.268777310493,10.1824624291701,8.18760895757654,7.44007705407204,7.23538558070345,34.352994149868,37.2695152557156,10.573378520811,9.42514238785789,6.43637571869409,27.7277111079168,10.6175028639861,20.5486324372316,6.79657391400301,10.185238679066,6.50780942437873,6.05896036198232,8.4686067686207,20.7014767455458,12.1643543356525,0.139203412555356,2.47671170812818,3.95570382475116,4.77019217241679,12.081279652176,19.8810903574431,13.4970207508379,9.64294506466281,6.90032120311785,11.6444097513065,2.96994306378456,9.87520572864109,4.96453172674177,6.48398584090883,6.50858930318712,4.94506998554384,9.75736395242794,15.1111528894791,9.5813818306837,23.3303623512241,9.95064543737807,13.5379012780155,10.6049117462854,6.4275045590772,8.40448149154805,11.4770552113365,11.979725122753,16.0992173950196,9.65207560380594,10.1262631588852,2.52110517621906,9.15028481822698,5.58924574345558,7.01787301152999,7.27417353418487,10.2467812784516,6.7486969980265,4.4148822739354,6.25884864338159,7.36855942783129,7.64957960904353,7.65573534076047,4.51962528816014,7.91007093081561,6.07291744730136,8.6277248392936,8.45875777210529,3.54738237446957,8.5393251467785,7.50614912189334,6.01507467279716,5.0287300575332,3.22160436029849,8.7471741915527,5.45561901195563,5.33411823686884,6.19364883346598,8.18121390561492,17.3527769322931,21.4488004762874,22.5873599787662,10.7620071668366,12.5414318378287
6.89921871690317,27.1053778190691,3.90990359335874,7.53530319209424,8.23027782296556,8.8782368513325,27.6009414793128,26.8667665277467,9.69861739440323,6.82670507201481,7.54872834214599,27.6387808032434,10.5675310055694,14.735391241427,10.0903038890602,9.69975980614787,9.69985072597074,1.51094066462685,10.2861668946187,25.547944066678,14.4593626374265,3.21386345769429,1.32679267810397,5.54853877301867,6.80921980642413,12.368004502173,20.2197854696962,5.94703621725706,11.3183731677561,11.1935172589588,11.5305621131577,5.76695859361095,14.1346962337167,6.6858095854435,6.99856522210826,6.45879412252086,7.51733491078672,10.4022874044834,16.1361271435202,15.484576804117,19.1166118862255,8.41084737388524,11.2481783717276,8.2217569322472,9.9229805884053,11.3753769190368,6.9165427919862,10.7759148213156,10.7328933949366,4.53889975589619,12.4575906922075,3.07114610662457,10.5773684917958,11.6925600871868,4.22942387423024,6.34300664333659,7.2416623489448,11.6166536220759,4.36858051693387,12.9331559732527,7.72731236795331,6.5585807188002,8.64538558392584,2.21159986871512,5.29899503843115,7.36291506588889,7.56489190539967,7.60080250320875,5.66010546821097,6.92704524010867,8.08320140989172,5.52055505254956,5.98963775512865,7.26382256830339,9.88737682195345,6.07930735664446,3.92946473266393,8.65782557773868,6.77809889424108,16.3597251514206,17.397954491532,20.7188633735289,12.5187213736891,15.6807119737993
7.96702281702542,23.419291648011,13.7916464141108,6.86077086877681,5.71898186391867,14.0528540904646,28.0519019210518,29.5588865205463,9.55816022965396,5.97507384717076,6.84420248109065,20.3502204450955,6.93690713376537,23.878196788201,8.3137430398781,8.07909262913116,5.07374443571263,3.41786005857658,7.68354204540498,23.6746969858186,7.26671027945047,0.406712162690275,2.73866661908917,3.25766284101796,1.03684535388662,13.9962562225524,18.4065077759445,6.30321427887926,12.3015859113263,8.52265238640392,10.2276831673468,5.17473819897465,11.7222848789617,7.70826168983469,5.99076348000133,9.68984629419888,12.6540057943138,9.85516556879298,13.2822797346268,14.7206485840067,21.2441693372309,6.43069228544468,7.96105128753372,7.16442447981266,9.15593026973152,9.19285630563278,10.08512576632,9.17921874408153,13.3113030682655,9.92082458607952,12.6915950126626,5.10395631704093,10.3908989419353,10.6033228886759,7.22737659584568,7.84131934073074,10.2401115057798,11.1433297083046,6.22856634722124,6.97421572612145,6.19620672026177,8.14978956870898,7.96047928440226,6.61192532750949,5.78261192092878,5.96988328909469,4.75537793898644,6.94952584059189,7.11695588609057,6.26383913357742,3.25877035845155,5.23177838701458,4.65780039378862,4.93658499379768,7.96118382329837,4.938954528725,5.022677921636,6.01077057453238,5.58749667987374,18.6885286911678,17.3422186934624,20.1474100262904,11.9233091167029,12.3630330561199
8.01179622073348,26.0798464346872,4.88087225386834,7.42957788790267,6.5569659070327,7.60185894972085,28.3004946978584,25.9696191503804,12.35489343285,8.97121697551437,4.91732966953066,20.6776841822622,6.04991574772603,21.1725091172817,9.2118361152323,6.74733287979368,6.67475675745975,2.36836498716237,9.89173320035504,18.2599817098522,15.3692771232513,4.43039658620798,6.05507070509604,2.65859831596609,7.2578269814936,17.2737623775798,13.5652053456139,7.3392573387652,8.22426795891704,6.91275914436333,9.50477209231309,4.01343336338459,9.2536281653537,5.60300672571087,6.35348605293392,9.39020357206257,6.95095818037128,14.1165743125341,9.28708467166162,14.0856751724351,20.7693900037783,9.3127674414563,8.81636275077296,8.17762064824151,5.94912434440563,7.40106798604347,10.0130205035898,7.62367135763025,16.7737668526959,6.26818012667331,7.68006457136872,5.25318174287,7.6495727123331,9.02193152866066,2.62750690915973,6.19251049704359,6.701904931246,10.9123324761877,3.42479871476664,7.23066965734853,9.15606258172231,8.55793735325643,7.22360481182572,4.24552113499373,9.52013751166107,6.58376584413639,5.36679038578115,8.30643432535106,5.86205902217088,4.88112463232803,4.97408507037307,5.55460188117255,5.33146486704788,5.5019241161941,9.69042101251511,5.22277791507759,2.87377557135329,4.11023700976923,5.93918520169888,16.8226511056385,16.6391839736559,16.2821890100379,12.5236993100631,15.3453533888152
7.93028038295909,20.6898888788673,2.71075797797103,6.55128044771933,6.62987265179692,8.83988830474158,21.400013074516,30.3974212811134,12.0213884780196,9.24105661927246,7.28765510444607,21.6804183693588,8.67199339037053,20.3519234182316,8.64734447237665,11.1071962800859,8.17493242346,8.02345351913908,15.6249663878815,16.146290201945,18.8066363353143,5.30623362089462,4.85991692530793,3.65717654619568,7.45730824338938,16.3773709983846,15.9990208017733,6.98609600340949,13.7351797876659,9.58249656009088,9.42634354022041,2.56557784164862,11.1453982722435,9.06273416647548,7.76973181762115,5.96257910574446,8.23301714029314,12.9357721654284,11.1860925060954,18.3235944561408,16.5268006610604,9.77135799859884,12.8023495059366,4.57835047949722,6.36897520716694,8.81221422164656,9.26524601073589,10.0319613632507,14.408581094396,10.1646814641204,11.6975846604276,3.33342512154605,6.50694321655957,9.72576120157905,1.2503266407608,5.99206696050495,10.2884612575103,6.78984028650526,3.55359799742813,6.42523254487791,12.7342104248233,5.75307221252869,7.62504783557591,6.07142928632395,4.69953073082381,5.26539553956587,6.55852168129457,8.80439053505411,3.38662753531957,4.90197364326722,4.88718102806098,2.89913959818763,6.40134905871494,4.80823276062761,7.6663629037259,4.53797682813941,5.52044340069245,2.83444409709056,4.69611781364965,16.1283089089091,18.3003237224303,16.7733602086234,14.2344911510496,13.2886353207674
6.31137404328517,15.1352880329486,9.28972944861306,9.53780903359034,6.72670642803874,13.3670941154566,27.2320868873997,29.3308028668586,11.832000026775,10.8633147861618,7.27527079800019,20.8829861156236,9.19503011775712,19.7665649211128,8.49889308191977,10.312402202748,6.45509417544186,12.4246784056656,10.5958919665073,13.6761956999649,9.06388183702343,6.51312334630598,5.47823511809078,3.78539678680131,7.94464927043148,9.94492215321872,14.5824611915361,10.3994256056355,10.897990820085,8.90671884383875,7.69032225911516,3.69653279982662,9.76299530359759,5.53103395635312,8.3666467041219,7.96431891626593,10.3964992930766,13.0267346982461,10.7755233704984,19.0944750418046,17.6988604567879,9.98394011456476,9.77524548369112,4.90389738902407,8.08033559834652,6.15034822039655,9.5429199654603,5.45219652850342,12.7970492977955,8.19161668688269,10.6336673360855,6.6470482355874,6.60921377037205,7.53377466501768,5.01425999111072,6.64975058370913,7.91487716013139,10.5919786789899,8.70773405214358,3.64091102910557,6.37098876477986,6.38725184652099,7.64503037385673,4.59811512515209,4.69365080902834,7.72605480986363,4.38154691075492,8.30647008932102,4.72992549904506,7.12138221208216,5.05302260004526,5.67349971322787,9.25817495230226,7.50636367745658,8.51713812827637,2.91553212190855,1.9894379883017,4.59242675794669,6.0414943733346,15.4326256099517,17.933254700928,16.0257630977497,8.47849330590649,13.1262931197907
9.13056229129493,20.6706898735258,7.47338630453675,8.28704051271499,9.15714787503785,9.61592095948084,27.9329776995994,30.7325139081851,11.7428757152869,6.68426939611008,6.40065175116199,19.0741473839992,10.2416186755283,14.7692396460662,7.07463942301412,5.86833228713343,7.77711472640274,0,9.78702461802777,16.2109802926017,7.47707837405532,1.79510976271233,5.70948312950606,3.23815522068134,3.64280539443896,10.8120482118832,9.98952934878885,8.80768712085779,10.2563086022327,8.2321759386936,10.6428185179922,3.12847935871406,9.111655992916,9.56450713488829,8.16715353942481,5.24720066695361,6.55701431876618,13.9029073844827,10.2618536011735,15.5944724260266,16.2990299541039,10.2284053250941,9.46582022778234,6.75182178841456,6.49656717079544,8.15727082261704,13.3364606008379,7.23949004604963,12.1646818875712,8.3234383883479,10.2750819541254,5.64641832167318,7.90592029549567,8.9625583702769,3.61202620107416,8.74983244211957,9.19640782453746,8.5588292479064,6.63269593814039,6.63297434298648,7.46018833183413,7.32118663720732,6.05002574347506,6.78799344194174,2.63317868034954,6.79562455229029,5.72946433922134,7.37175441638311,5.10344572518729,5.71640101675539,6.5986270947912,4.02318959596161,6.54539956177865,4.50363372319465,4.82929323893151,8.54701230570641,3.68647903948676,5.11782015385612,5.24514654270463,14.9238253180285,17.2628776759904,19.3768188956042,11.1494932578797,14.2124594559965
8.78521529680721,16.0923769769407,14.3857745049506,9.45876732283606,5.16852871223472,14.9006084825603,22.3704353373337,30.1167704173833,11.8074886018868,8.21281154453379,6.34957538586072,19.1818875555516,9.28648584515216,14.133232083831,2.81654540653877,9.94018689666161,5.60306844651557,5.98083338310476,13.5002793794454,18.6494942680582,6.13892712037967,2.38979368390424,3.45839732205213,1.91765972251094,0.979244526616827,14.0624718550257,13.2543077634921,7.29580833347055,8.92222090249129,5.61679983735287,10.7126326746388,4.1247237876456,10.0412600145793,7.33605851610676,6.46776432629693,9.32875045061082,9.48658793878029,13.286091055116,10.1634498650753,13.4639795549857,17.1678944801321,7.77321414613984,9.55933785299117,4.98681494496185,7.60499329410533,8.61292718483049,8.00833236365021,8.67530238839615,15.5523138295947,8.20452506625699,11.4793673677676,3.07967423766545,12.2746939139825,9.40072165832579,5.70832370315308,5.77653658671775,8.36766717906894,9.14189290335395,5.51449284891371,8.19948469128867,7.18121918511375,5.08286799756723,7.64941646720853,3.65357923590838,9.74708542553273,6.77180590059497,10.8039623744272,10.1390993327754,3.74926474587623,7.09509251647007,9.06703359173653,4.94655301409711,6.53993071164469,8.01306048407526,9.16412483955739,5.70637076948321,4.30802341712033,6.70331621329114,3.91844960953493,13.1671344405823,17.8374987612925,22.6490471303129,12.6279016144447,11.7097638976979
2.91274515498616,18.4539468864263,6.27255216105796,7.97850728506214,7.71543255328908,7.75186417974642,23.1781376640056,30.1038651520766,10.8869704112123,10.0101784542305,4.07321887955889,12.7802171331061,11.5632514190907,18.0085125251166,10.1976008958916,9.70836151190586,6.34154282578165,5.00032351095781,4.12999881403803,17.8221042830152,11.1982247441218,2.42005887479803,5.22341946536605,2.46112068893919,4.32091435165086,6.77144383500518,14.5191964467055,6.75140819461654,5.78559650193122,7.92817589069384,8.60122078632557,3.95771586415257,9.57189988148037,8.00607093746608,8.81582771086445,4.77978981040223,5.00013822526039,14.3337742285331,5.79137046792786,11.7581715784247,19.6510208823642,6.79932911097536,11.3871524806577,5.27610538780735,5.84263464911281,7.82687802172459,6.38073917129179,9.05605564882975,8.77033917155675,5.1131415885313,8.86991680436536,4.50807499783961,13.506348347669,14.9625381056561,4.02798590647193,6.23486782646308,12.4878614395074,9.69597886674553,2.38834800679838,7.62058430764283,10.8447684465846,4.10705526442743,5.91961528882909,3.68538901334486,9.04398389052676,6.05610557925348,3.61073551681382,7.81797052552789,5.03888201005471,6.78740656707281,6.45259456331979,5.9670093588251,6.4735167593581,6.99546230786283,6.8312245844238,6.09598891809191,1.44833783988829,4.62725802828162,4.52385123237986,14.0355891753048,13.5135387438424,18.2414613633267,12.3437619783906,14.4953346412317
7.9521564877086,12.9217838765339,4.55118118103047,10.4835973205882,6.58554373803822,7.90551846026082,17.6371371279347,20.9070389873844,12.431837473302,11.3372388855521,10.1084137283538,14.4221812701688,8.06920358007924,17.8063069312064,8.36946342825306,7.30604903758162,7.55328378537472,5.89262159368002,8.93256518279367,16.2057920110821,4.30394713801967,6.43482961010483,6.28628741777563,1.64540932409713,4.02754791336679,10.0810709700432,11.2264106362703,3.67543234093091,8.97979794536414,6.55625067580205,11.6659552016386,1.03614892857346,9.20168904578619,6.36799802312085,7.43880575781822,7.98041154973731,4.6006271758145,13.2715007600728,9.85887619880804,10.1534211320666,18.6327815539231,5.71995382907669,8.70306699707915,5.06424045563934,8.13009029107742,7.87097262188852,7.92110211874786,8.82707645471075,11.5907220819222,6.03562474263259,10.2263307960922,4.50854678167439,6.70828490358652,8.18700505957903,5.27771046066363,3.19178828295619,12.8585441198145,11.7810568791048,3.23048410587719,7.72266348488454,8.76895685808454,3.47736496340921,6.57694487548006,6.08298746873949,7.64811792067955,6.0273909415569,4.06155250962856,6.695093683216,5.90034729476591,4.69085396269904,7.63352980051885,6.35417685989358,7.3005978140068,5.06957077685557,4.58589902731188,3.64252016334692,3.74626167074563,6.86494591320025,4.15837268426845,15.4254417359979,15.0149511355593,17.0760580055615,8.20031281659607,11.0204610918424
