x2nonanone_10eneg2_Worm2_Neuron1,x2nonanone_10eneg2_Worm2_Neuron2,x2nonanone_10eneg2_Worm2_Neuron3,x2nonanone_10eneg2_Worm2_Neuron4,x2nonanone_10eneg2_Worm2_Neuron5,x2nonanone_10eneg2_Worm2_Neuron6,x2nonanone_10eneg2_Worm2_Neuron7,x2nonanone_10eneg2_Worm2_Neuron8,x2nonanone_10eneg2_Worm2_Neuron9,x2nonanone_10eneg2_Worm2_Neuron10,x2nonanone_10eneg2_Worm2_Neuron11,x2nonanone_10eneg2_Worm2_Neuron12,x2nonanone_10eneg2_Worm2_Neuron13,x2nonanone_10eneg2_Worm2_Neuron14,x2nonanone_10eneg2_Worm2_Neuron15,x2nonanone_10eneg2_Worm2_Neuron16,x2nonanone_10eneg2_Worm2_Neuron17,x2nonanone_10eneg2_Worm2_Neuron18,x2nonanone_10eneg2_Worm2_Neuron19,x2nonanone_10eneg2_Worm2_Neuron20,x2nonanone_10eneg2_Worm2_Neuron21,x2nonanone_10eneg2_Worm2_Neuron22,x2nonanone_10eneg2_Worm2_Neuron23,x2nonanone_10eneg2_Worm2_Neuron24,x2nonanone_10eneg2_Worm2_Neuron25,x2nonanone_10eneg2_Worm2_Neuron26,x2nonanone_10eneg2_Worm2_Neuron27,x2nonanone_10eneg2_Worm2_Neuron28,x2nonanone_10eneg2_Worm2_Neuron29,x2nonanone_10eneg2_Worm2_Neuron30,x2nonanone_10eneg2_Worm2_Neuron31,x2nonanone_10eneg2_Worm2_Neuron32,x2nonanone_10eneg2_Worm2_Neuron33,x2nonanone_10eneg2_Worm2_Neuron34,x2nonanone_10eneg2_Worm2_Neuron35,x2nonanone_10eneg2_Worm2_Neuron36,x2nonanone_10eneg2_Worm2_Neuron37,x2nonanone_10eneg2_Worm2_Neuron38,x2nonanone_10eneg2_Worm2_Neuron39,x2nonanone_10eneg2_Worm2_Neuron40,x2nonanone_10eneg2_Worm2_Neuron41,x2nonanone_10eneg2_Worm2_Neuron42,x2nonanone_10eneg2_Worm2_Neuron43,x2nonanone_10eneg2_Worm2_Neuron44,x2nonanone_10eneg2_Worm2_Neuron45,x2nonanone_10eneg2_Worm2_Neuron46,x2nonanone_10eneg2_Worm2_Neuron47,x2nonanone_10eneg2_Worm2_Neuron48,x2nonanone_10eneg2_Worm2_Neuron49,x2nonanone_10eneg2_Worm2_Neuron50,x2nonanone_10eneg2_Worm2_Neuron51,x2nonanone_10eneg2_Worm2_Neuron52,x2nonanone_10eneg2_Worm2_Neuron53,x2nonanone_10eneg2_Worm2_Neuron54,x2nonanone_10eneg2_Worm2_Neuron55,x2nonanone_10eneg2_Worm2_Neuron56,x2nonanone_10eneg2_Worm2_Neuron57,x2nonanone_10eneg2_Worm2_Neuron58,x2nonanone_10eneg2_Worm2_Neuron59,x2nonanone_10eneg2_Worm2_Neuron60,x2nonanone_10eneg2_Worm2_Neuron61,x2nonanone_10eneg2_Worm2_Neuron62,x2nonanone_10eneg2_Worm2_Neuron63,x2nonanone_10eneg2_Worm2_Neuron64,x2nonanone_10eneg2_Worm2_Neuron65,x2nonanone_10eneg2_Worm2_Neuron66,x2nonanone_10eneg2_Worm2_Neuron67,x2nonanone_10eneg2_Worm2_Neuron68,x2nonanone_10eneg2_Worm2_Neuron69,x2nonanone_10eneg2_Worm2_Neuron70
20.8419599709336,3.08797584998066,3.49966854331555,10.4534316308715,5.13297696775942,3.41253962648655,6.73108626549849,3.62911839173841,6.89095903294713,16.6993239453004,11.4186233415814,20.8978043444672,1.04180858628042,4.65804262280937,13.4315464290212,0,8.07964828927854,13.0668856429429,7.9799912469668,7.43660406113478,10.3817545100114,14.3257243651067,13.987702585411,0,7.18211581306975,8.2780398930482,6.03558009621656,0,16.1683742280123,15.2631001525829,2.96274256688601,9.42310592526706,4.73074392738827,5.18827646920002,6.26428987532772,0,12.4076905090942,8.13684712277395,7.33396710848916,5.99434644727275,6.26493814023792,4.9771785903418,6.45543896076645,6.81025120767133,15.6366285740578,19.8981472655804,5.85621726368054,5.7973740218616,8.65779041942146,6.17725650641472,7.54040921098592,10.5174214801018,6.45634481097899,7.83641370140526,5.97106531213064,9.79654519647081,10.4509389470055,3.2683905264127,6.24291855258753,10.8707125482223,2.64621122059702,4.94170239840086,9.96507519160901,6.09596569703699,2.39798501763043,9.68680742296049,19.1410418922863,10.8078218548702,20.3161965126251,6.52934520021751
17.6952935932226,11.9496980001929,6.45295527368201,7.2996833135977,8.591154347003,5.02143362123381,6.65451759182998,4.32318295783932,8.66998039933052,17.2908380635124,8.07679580141759,23.3316848044703,0.0956658290537786,4.24596804514761,16.0390316086864,3.12794504002394,2.09404360248803,14.8150916293833,7.25987347779017,3.64198890965119,8.55325061967885,15.3560797212888,14.6843867077949,0,7.70256973637157,14.7596087012266,12.3946050057059,0.554857741508117,8.21531684315551,16.3900028340133,4.97876339462205,10.138549111357,5.76347059007451,6.44686039024354,5.11918085875714,3.57778141911402,12.7186962515906,5.24391245666154,6.64755831067272,1.34122553556421,8.71176855984209,4.13270783640776,7.49012292547988,5.32487108767788,15.3228984739837,20.2654955900188,6.74766292949229,3.72521007739063,8.51295131438263,9.57090856899381,9.24275841817607,13.3933683441652,1.74382203632932,9.63938100787069,7.20261698387124,10.8985615170023,7.60589611084953,7.46369135322895,8.07014266754212,8.79067411623526,2.59651302101601,2.00071098258188,9.29495782463628,5.56564958506843,2.10535283987061,11.7298207339694,15.581515444664,7.27325671523221,22.844627659844,6.8468722867697
27.056319078293,8.39097877377863,8.03933019779426,8.16896408998339,7.73140401548878,1.18581595482392,5.1345287711974,8.00431965675597,11.6161315958173,16.8039635229289,6.44449106769152,26.8680055495085,2.6754354558059,5.50241302691687,15.1776106403318,6.5405430896207,6.91810976299353,11.9097008399537,8.32987569969372,7.04503117134845,7.29949634120511,16.1601242746978,13.5215651104483,1.65441507874833,9.06485742928168,10.7583416040397,4.16810548599176,0.946898181856769,19.1893922874302,15.19314456679,4.38495701686651,4.31711091535671,11.928111995926,5.19475593537664,7.16239212494062,3.70744033762902,12.6516729005203,3.93895844343106,6.51263328142372,3.23552542845189,6.81637278660513,3.23982550727608,4.87027147526367,5.58405803514522,12.6220054425874,17.5900766682103,4.88416505455532,6.58098363035169,7.14976181265202,3.86038415116761,6.43171690915138,10.0433602979476,6.76709577245344,5.36122558528686,5.32113687148653,8.01360543372631,8.22551612671452,2.90358097485,5.64820959833548,10.6214443696657,2.23091242469882,2.50589157589123,9.10905849873229,3.08051927239711,6.20820507615677,8.77581137393205,12.994064907034,9.17123351525602,22.8839013504924,6.91887431623658
23.9880530511352,1.80718246698024,10.233034591668,7.65504199239508,6.57083111777023,6.56219846768648,8.6360349980438,4.13917651412671,7.45988418009545,12.563367511883,10.079584431611,16.9589045802611,0,4.70680228724745,13.7961575655145,0,3.88125899648341,12.8977792988571,4.85311640290208,7.64185261064503,6.35901856871162,21.7555657568743,11.4122626392592,0,10.4848324172324,8.28074287562391,9.46223045143429,0,14.9550144476881,9.11288930423163,2.26815466416377,6.41817999778072,5.62824374431058,5.38385333020501,5.43767232883863,3.73981550327389,9.79479251178414,1.88243398252735,7.70066525657498,6.07034823499825,1.69430263306768,2.31642331697,6.19754170735066,2.14681177106323,8.45274184573249,13.9813995770062,3.6103372401218,4.66833755550095,9.31918437815698,3.72538162143182,5.62563233432004,8.43319618362921,6.385011026219,7.47312365753518,7.71520280268141,10.1240796410848,9.01310787003479,4.97953829444264,4.52087250813729,5.64107042980773,2.77664041128031,3.34841601899726,7.75128791402576,4.21546719959805,1.07598199211436,7.68852592266369,10.2766211312443,9.8234047919174,22.6632724008815,8.10803828850084
18.6682079637472,7.37385459778859,9.59278009311888,9.864960271902,6.7562260426016,3.66422650803768,5.93660848606128,2.09705035620476,6.54593425140633,19.444910198838,9.55761381834558,15.7600136666375,2.48606225986075,4.01594440747338,17.0740047979153,4.98670899849145,9.22632100561821,9.83427461279881,9.22616434990904,5.85177457186376,7.35509072764088,10.7228222436682,12.3862152754807,0,6.45642642376627,3.57858424756936,5.5869022716623,0.355280240726464,11.6597722825174,11.0246905137854,4.52804080816247,6.00858074225506,11.2678611527628,5.18813357103971,7.01710885112527,1.66784195370539,9.68682232229307,0,3.23069521140841,8.05693938577954,8.64599712036328,3.50669573662015,7.53790039852852,5.84988792789635,10.5476254217282,9.52573865157792,3.24293203390158,9.92901165663318,4.13225792987508,3.7409376568272,1.69745080502162,7.15971599281768,4.53883390460575,6.43880094766788,8.20927717337079,7.59601619828271,8.3947552394293,3.65603087963786,8.97519975194773,11.9047850366731,3.59070934992127,3.58187050616979,11.8095642430549,4.17143646446219,3.55078660307399,7.27227115813916,15.7099769690098,6.95994222820363,22.373823203911,8.15991593502702
23.9043514198471,8.5754099671866,12.1103268272208,8.12578777422145,6.62031734122575,3.34002019753737,8.84717308722656,4.8605241350566,6.19878991532082,15.8558926570933,9.5684793032845,14.570356441355,0.795651702025335,4.24972010213983,18.0458338893414,6.48503844371667,10.2625536313435,8.80957039362921,9.18726387528163,2.16951059619135,8.20994140703158,12.3611844248494,14.2673101354075,0,6.60277170656209,8.35447053238995,3.9329896298952,1.76491578980912,10.1821764185218,14.0625349549465,1.31487583950672,7.71522151387853,8.85717484624133,6.03652509936498,8.28517919893665,3.86086550254277,8.47163918835731,3.50691826280963,8.22979461458064,4.01082677878523,4.13473109799529,5.28100023697835,8.58676473703082,4.17456322409981,8.43867044721226,5.94923422667965,4.80662538314307,4.90423120107999,7.78458138490189,3.70918397639536,5.22986739683424,9.90352046706009,5.49236513215863,2.23548664194356,6.72105004019895,6.25356232590179,10.6278931792477,4.43430928124215,3.61529595478327,8.63394385813942,4.51186626969747,2.44123305827625,5.8275736943548,4.52784969059164,6.00297518161523,10.3534998886386,14.8203685131701,9.54417213111493,19.8646560167313,7.6968403142009
18.1202211457213,6.2760895169584,9.86025629184165,4.99857015382549,7.34858214347469,3.01673079053912,7.3857946442953,6.7420806730859,8.1665655635522,14.6982797932387,8.73543700337166,14.6998088669143,3.22147299581566,2.98679842674737,17.9333096081474,3.47844834881156,3.53099664609397,8.65390811530456,11.784688738667,9.5979829071557,9.60993956560028,12.1700362157085,16.8341271454153,0,8.66499815554833,8.74456589404443,5.58126085399277,0.0792532471516877,13.4734242216811,10.1257180389214,0.249248282268115,5.38644269172524,8.60087538044249,7.66319078928329,5.28192709636679,1.82773961773667,9.99671692669278,0,2.92818206187169,5.21939721984653,9.4167529559388,1.63541437287643,4.55284967688914,5.92636620928855,10.2423020691959,8.45253328834672,6.53905069472176,5.82180293690524,7.73886390034474,4.80833486125873,2.18708548512424,7.31049042348346,5.39309867406925,5.57615437866251,4.65715348519578,6.31336464510583,13.2982531998655,4.48605735394552,7.34622840538029,8.89995561648044,4.77853046316862,3.75327489667764,8.1167510380822,3.23096467307054,3.89380747843387,8.24441400623412,13.8010195532646,9.97079323299125,22.6983703648896,6.22649235914163
22.1904530460223,6.0084176246029,12.8281167461807,7.0522111211569,5.61608283331719,2.87744458524564,5.0367392731659,4.58933308973519,9.98035819998024,20.6374290087605,8.73124257514124,8.26299899099772,2.10250443665914,4.73694068333518,18.2860062097099,5.63316176493035,4.85149497722391,8.13073411057012,5.96564753443949,7.79212769524806,7.20476847365005,17.5796050112827,16.9767108524274,5.04033384250911,5.26435164329353,5.48134030589619,6.9150397181497,0,11.7197026632404,13.343973182347,4.98430442588974,3.93195712431477,11.8134725417482,6.04063077472778,4.7805227573214,0,6.88522832112578,5.56904902759182,4.94239641562628,6.28669170752751,3.025576316011,1.88085486794053,4.98384690756441,3.42776629440921,12.7705846985959,6.84340315433273,2.16592350703699,8.22203087364285,9.55809486714622,7.95854256746281,1.77767819900686,8.8505745405034,5.65695857783557,6.39600596957873,5.09083610137031,5.45278032089926,3.24241878325333,4.11484303857077,5.97610972006895,8.96535087395801,4.11043497885167,2.54977907745292,9.80983537193597,2.99471987919443,1.37368884667371,9.40737901020594,14.7986061603393,9.6528244908486,24.6570676463573,6.7222177548857
21.8629980804307,6.8087539412976,8.74575653739971,6.64274825902853,6.94576384831169,2.14436821450198,8.13149192362281,5.59032779307078,8.12121276707065,19.0035351762839,8.36860491850047,17.2477460173277,2.40127434429848,4.14816563038471,11.8376463525968,13.7471227421186,5.03472086772938,10.4408498487776,7.33552065799103,9.92308734182455,10.137068602863,10.8841702031039,18.6014313186694,0,6.35398126391915,8.91472560255272,8.75502054575407,1.31344328666805,10.7806392458384,11.1923039607423,5.59525873401175,4.32035097899655,7.84616086202291,2.12217526603475,8.72181562903882,1.13104612033952,13.4928372343172,1.90917910025722,2.01090382418331,7.48639975739842,7.33933483332424,3.46147092914354,7.41327208700452,4.3975619288433,12.5534733453589,5.48860309071547,4.62108000955699,4.84522153973623,7.27494270826314,1.83047304115617,4.01600712731695,8.75698601770264,5.78996085987288,7.30200648061203,8.46114804674924,6.26153272208679,7.83332372949083,6.84557704174567,5.93783992287162,4.62925525658323,3.3699619887156,4.78626982318002,8.47966157548422,2.81436512016805,3.07380994565923,8.2173566718057,10.3119416726657,6.2697343612111,22.4791133226358,6.87804605608651
23.5184963878777,7.45955129606892,14.6080986774675,9.0830928379609,7.36974168325498,2.73356800256608,6.31186287312244,4.84889984340648,5.13917608402764,19.5414773611443,8.26085894924331,12.593240386777,4.84129933319096,5.0512743515415,14.7668725145159,1.73569280261738,3.99029977252439,3.60286851937156,7.34522678216306,6.39524829731817,6.62723865716687,14.8532674051357,14.5790198591125,0,7.21677980962887,13.2775844861149,6.60407482559213,0.442031212657415,14.258994266107,12.2580515231786,4.30841940344463,3.13104348392617,9.66172819399799,5.20292211496449,5.93732603701148,0,12.0605628339096,3.95824309492105,1.80232466097481,4.46389084939621,7.18386940371946,3.00511905254459,7.93655125993773,2.69373104206059,10.2435288894553,6.73253545233858,2.28481158803686,5.60251267529935,10.0742551373998,3.38988064512217,5.52056856669195,10.8260907865189,6.64211337423111,8.43321779645009,6.96367557738298,5.19192214342391,8.22245436466735,3.52664475016468,6.87781041973433,2.81461071279724,6.86131845476634,2.78696862813534,7.73795567774049,5.31397284225321,3.69335273227656,6.98395463109939,13.1475581321268,7.46103832588115,20.6348341240101,7.79514723008466
